ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Borough Block Lot,Census Tract,Community District,Council District,NTA,NTA_Name,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Community School Sup Name,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent,HighSchool Network Superintendent Email,BCO Location Code
28Q440,Q440,Forest Hills High School,342800011440,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1941,Open,Q440,67-01 110 STREET,QUEENS,NY,11375,4021890002,74700,406,29,QN17,Forest Hills,PAUL WILBUR,Principal,718-268-3137,718-793-7850,28,28,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS
28Q505,Q505,Hillcrest High School,342800011505,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1971,Open,Q505,160-05 HIGHLAND AVENUE,QUEENS,NY,11432,4097740001,44800,408,24,QN35,Briarwood-Jamaica Hills,Varun Rule-Pandey,Principal,718-658-5407,718-739-5137,28,28,HS07,,,HS07,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,XFSC
28Q620,Q620,Thomas A. Edison Career and Technical Education High School,342800011620,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1959,Open,Q620,165-65 84 AVENUE,QUEENS,NY,11432,4098670002,45200,408,24,QN35,Briarwood-Jamaica Hills,Moses Ojeda,Principal,718-297-6580,718-658-0365,28,28,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS
28Q680,Q680,Queens Gateway to Health Sciences Secondary School,342800011680,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","07,08,09,10,11,12",Jul 1 1998,Open,Q695,160-20 GOETHALS AVENUE,QUEENS,NY,11432,4068580001,126700,408,24,QN38,Pomonok-Flushing Heights-Hillcrest,Judy Henry,Principal,718-969-3155,718-969-3552,28,28,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS
28Q686,Q686,Queens Metropolitan High School,342800011686,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2010,Open,Q686,91-30 METROPOLITAN AVENUE,QUEENS,NY,11375,4038860800,64500,406,29,QN17,Forest Hills,William Johnson,Principal,718-286-3600,718-286-3601,28,28,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS
28Q687,Q687,Queens High School for the Sciences at York College,342800011687,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",Jul 1 2002,Open,Q774,94-50 159 Street,Queens,NY,11433,4100990052,24600,412,27,QN61,Jamaica,Ana De Jesus,Principal,718-657-3181,718-657-2579,28,28,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS
28Q690,Q690,High School for Law Enforcement and Public Safety,342800011690,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12,SE",Jul 1 2003,Open,Q690,116-25 GUY R BREWER BOULEVARD,QUEENS,NY,11434,4123350049,27800,412,28,QN76,Baisley Park,Laura Van Deren,Principal,718-977-4800,718-977-4802,28,28,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS
28Q896,Q896,"Young Women's Leadership School, Queens",342800011896,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","07,08,09,10,11,12",Jul 1 2005,Open,Q680,150-91 87 ROAD,QUEENS,NY,11432,4097070048,23600,408,24,QN35,Briarwood-Jamaica Hills,JENNIFER PINEDA,I.A. Principal,718-725-0402,718-725-0390,28,28,HS07,,,HS07,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,XFSC
29Q015,Q015,P.S. 015 Jackie Robinson,342900010015,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1939,Open,Q015,121-15 LUCAS STREET,QUEENS,NY,11413,4126720001,37600,412,27,QN08,St. Albans,ROBERT YOUNG JR,Principal,718-525-1670,718-723-7613,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q033,Q033,P.S. 033 Edward M. Funk,342900010033,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1925,Open,Q033,91-37 222 STREET,QUEENS,NY,11428,4107560001,56000,413,23,QN34,Queens Village,Vanessa Copin,I.A. Principal,718-465-6283,718-464-7588,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q034,Q034,P.S. 034 John Harvard,342900010034,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1898,Open,Q034,104-12 SPRINGFIELD BOULEVARD,QUEENS,NY,11429,4111510081,58200,413,27,QN34,Queens Village,PAULINE SHAKESPEARE,Principal,718-465-6818,718-464-9073,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q035,Q035,P.S. 035 Nathaniel Woodhull,342900010035,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1931,Open,Q035,90-01 191 Street,Queens,NY,11423,4104470007,48200,412,23,QN07,Hollis,Aneesha Jacko,Principal,718-465-6820,718-217-4314,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q036,Q036,P.S. 036 Saint Albans School,342900010036,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1924,Open,Q036,187-01 FOCH BOULEVARD,QUEENS,NY,11412,4124390032,36600,412,27,QN08,St. Albans,Joi Bonner,Principal,718-528-1862,718-723-6928,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q037,Q037,Cynthia Jenkins School,342900010037,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1928,Open,Q037,179-37 137 Avenue,Queens,NY,11434,4129930118,35200,412,27,QN08,St. Albans,Lakisha Jacobs,Principal,718-528-5399,718-949-0887,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q038,Q038,P.S. 038 Rosedale,342900010038,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1926,Open,Q038,135-21 241 STREET,QUEENS,NY,11422,4132220001,63800,413,31,QN05,Rosedale,JULIA SOUSSIS,Principal,718-528-2276,718-712-1598,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q052,Q052,P.S. 052 Queens,342900010052,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1927,Open,Q052,178-37 146 TERRACE,QUEENS,NY,11434,4133530020,32000,413,31,QN03,Springfield Gardens South-Brookville,Francesca Joseph,Principal,718-528-2238,718-276-2854,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q059,Q059,I.S. 059 Springfield Gardens,342900010059,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1956,Open,Q059,132-55 RIDGEDALE STREET,QUEENS,NY,11413,4127230076,35200,412,27,QN08,St. Albans,Ryan Cooke,Principal,718-527-3501,718-276-1364,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q095,Q095,P.S. 095 Eastwood,342900010095,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1915,Open,Q095,179-01 90 AVENUE,QUEENS,NY,11432,4099140001,46800,412,27,QN61,Jamaica,Kim Hill,Principal,718-739-0007,718-658-5271,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q109,Q109,Jean Nuzzi Intermediate School,342900010109,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1925,Open,Q109,213-10 92 AVENUE,QUEENS,NY,11428,4106260001,54200,413,23,QN34,Queens Village,Lukia Naraine,Principal,718-465-0651,718-264-1246,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q116,Q116,P.S./I.S. 116 William C. Hughley,342900010116,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1925,Open,Q116,107-25 WREN PLACE,QUEENS,NY,11433,4102500001,41400,412,27,QN01,South Jamaica,Tara Malagoli,Principal,718-526-4884,718-658-5663,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q118,Q118,P.S. 118 Lorraine Hansberry,342900010118,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1927,Open,Q118,190-20 109 ROAD,QUEENS,NY,11412,4109260050,50400,412,27,QN07,Hollis,Michelle Soussoudis,Principal,718-465-5538,718-264-9178,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q131,Q131,P.S. 131 Abigail Adams,342900010131,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05,SE",Jul 1 1926,Open,Q131,170-21 84 Avenue,Queens,NY,11432,4098750001,45600,408,24,QN35,Briarwood-Jamaica Hills,Veronica Depaolo,Principal,718-480-2840,718-480-2845,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q132,Q132,P.S. 132 Ralph Bunche,342900010132,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1928,Open,Q132,132-15 218 STREET,QUEENS,NY,11413,4129270028,62600,413,31,QN66,Laurelton,Dex Baptiste,Principal,718-528-5734,718-723-6931,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q134,Q134,P.S. 134 Hollis,342900010134,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1928,Open,Q134,203-02 109 Avenue,Queens,NY,11412,4109060001,50800,412,27,QN07,Hollis,RANDI POSNER MARINO,Principal,718-464-5544,718-464-7779,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q135,Q135,The Bellaire School,342900010135,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1930,Open,Q135,207-11 89 AVENUE,QUEENS,NY,11427,4105820016,49200,413,23,QN06,Jamaica Estates-Holliswood,Diana Graf,Principal,718-464-2119,718-464-8448,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q136,Q136,P.S. 136 Roy Wilkins,342900010136,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1928,Open,Q136,201-15 115 AVENUE,QUEENS,NY,11412,4110180021,52000,412,27,QN08,St. Albans,Jamel Johnson,Principal,718-465-2286,718-464-0040,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q138,Q138,P.S./M.S. 138 Sunrise,342900010138,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1931,Open,Q138,251-11 WELLER AVENUE,QUEENS,NY,11422,4135780001,66000,413,31,QN05,Rosedale,James Mc Enaney,Principal,929-600-5777,929-600-5779,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q147,Q147,P.S./M.S. 147 Ronald McNair,342900010147,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1930,Open,Q147,218-01 116 Avenue,Queens,NY,11411,4113000001,59800,413,27,QN33,Cambria Heights,Afua Hill,Principal,718-528-2420,718-723-7819,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q156,Q156,P.S. 156 Laurelton,342900010156,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1931,Open,Q156,229-02 137 AVENUE,QUEENS,NY,11413,4131700012,64600,413,31,QN66,Laurelton,Estelle Moore,I.A. Principal,718-528-9173,718-723-7720,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q176,Q176,P.S. 176 Cambria Heights,342900010176,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1949,Open,Q176,120-45 235 Street,Queens,NY,11411,4128200001,61400,413,27,QN33,Cambria Heights,LaToya Garcia,Principal,718-525-4057,718-276-3458,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q181,Q181,P.S. 181 Brookfield,342900010181,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1964,Open,Q181,148-15 230 Street,Queens,NY,11413,4137180001,69400,413,31,QN03,Springfield Gardens South-Brookville,Dorsett Reid,I.A. Principal,718-528-5807,718-723-7825,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q192,Q192,I.S. 192 The Linden,342900010192,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1963,Open,Q192,109-89 204 STREET,QUEENS,NY,11412,4109440301,50800,412,27,QN07,Hollis,NORDIA BRACKETT,I.A. Principal,718-479-5540,718-217-4645,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q195,Q195,P.S. 195 William Haberle,342900010195,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1964,Open,Q195,253-50 149 Avenue,Queens,NY,11422,4136550001,66400,413,31,QN05,Rosedale,Andreanna Balkaran,Principal,718-723-0313,718-723-7826,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q208,Q208,P.S./I.S. 208,342900010208,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Feb 25 2003,Open,Q208,74-30 COMMONWEALTH BLVD,QUEENS,NY,11426,4078700070,156700,413,23,QN43,Bellerose,Ilyssa Mandell,Principal,718-468-6420,718-468-5054,26,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q238,Q238,I.S. 238 - Susan B. Anthony Academy,342900010238,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1972,Open,Q238,88-15 182 Street,Queens,NY,11423,4099190006,47000,412,27,QN61,Jamaica,Peter Leddy,Principal,718-297-9821,718-658-5288,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q243,Q243,Institute for Health Professions at Cambria Heights,342900011243,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2013,Open,Q490,207- 01 116 Avenue,Queens,NY,11411,4110490001,53401,413,27,QN33,Cambria Heights,Gareth Robinson,Principal,718-723-7301,718-723-7306,29,29,HS12,,,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",ACheng3@schools.nyc.gov,ACES
29Q248,Q248,Queens Preparatory Academy,342900011248,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2005,Open,Q420,143-10 SPRINGFIELD BOULEVARD,QUEENS,NY,11413,4130570056,33000,412,31,QN02,Springfield Gardens North,Avionne Gumbs,Principal,718-712-2304,718-712-3273,29,29,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS
29Q251,Q251,P.S. 251 Queens,342900010251,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1973,Open,Q251,144-51 Arthur Street,Queens,NY,11413,4133310001,32000,413,31,QN03,Springfield Gardens South-Brookville,Relda Barry Grant,Principal,718-276-2745,718-723-7822,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q259,Q259,Pathways College Preparatory School: A College Board School,342900011259,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2005,Open,Q192,109-89 204 STREET,QUEENS,NY,11412,4109440301,50800,412,27,QN07,Hollis,Sylvan Haseley,Principal,718-454-4957,718-454-4892,29,29,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS
29Q265,Q265,Excelsior Preparatory High School,342900011265,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,Q420,143-10 SPRINGFIELD BOULEVARD,QUEENS,NY,11413,4130570056,33000,412,31,QN02,Springfield Gardens North,Rodney Orji,Principal,718-525-6507,718-276-2028,29,29,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS
29Q268,Q268,P.S./I.S. 268,342900010268,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 2003,Open,Q268,92-07 175 STREET,QUEENS,NY,11433,4102150001,44400,412,27,QN61,Jamaica,Dawn Jones,I.A. Principal,718-206-3240,718-206-2938,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q270,Q270,The Gordon Parks School,342900010270,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 2003,Open,Q270,233-15 MERRICK BOULEVARD,QUEENS,NY,11422,4129730001,61800,413,31,QN66,Laurelton,Chayvonne Harper,Principal,718-341-8280,718-341-5589,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q272,Q272,George Washington Carver High School for the Sciences,342900011272,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,Q420,143-10 SPRINGFIELD BOULEVARD,QUEENS,NY,11413,4130570056,33000,412,31,QN02,Springfield Gardens North,Latoya Key,Principal,718-525-6439,718-525-6482,29,29,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS
29Q283,Q283,Preparatory Academy for Writers: A College Board School,342900011283,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2006,Open,Q420,143-10 SPRINGFIELD BOULEVARD,QUEENS,NY,11413,4130570056,33000,412,31,QN02,Springfield Gardens North,CHARLES ANDERSON,Principal,718-949-8405,718-525-8495,29,29,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS
29Q289,Q289,Queens United Middle School,342900010289,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2013,Open,Q156,229-02 137 AVENUE,QUEENS,NY,11413,4131700012,64600,413,31,QN66,Laurelton,TOSHALYN FRANCIS,Principal,718-723-3501,718-723-3507,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q295,Q295,P.S./I.S. 295,342900010295,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 2007,Open,Q263,222-14 JAMAICA AVENUE,QUEENS,NY,11428,4108130005,56800,413,23,QN34,Queens Village,Deborah Ryan,Principal,718-464-1433,718-464-1439,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q313,Q313,Benjamin Franklin High School for Finance & Information Technology,342900011313,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2014,Open,Q490,207- 01 116 Avenue,Queens,NY,11411,4110490001,53401,413,27,QN33,Cambria Heights,Dudrige Brenord,Principal,718-276-0150,718-276-4725,29,29,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS
29Q326,Q326,Cambria Heights Academy,342900011326,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2010,Open,Q799,188-04 91 Avenue,Queens,NY,11423,4104430001,48000,412,23,QN61,Jamaica,Melissa Menake,Principal,718-736-7320,718-736-7325,29,29,HS07,,,HS07,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,XFSC
29Q327,Q327,Eagle Academy for Young Men III,342900011327,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2010,Open,Q633,171-10 Linden Boulevard,Queens,NY,11434,4123930001,43200,412,27,QN08,St. Albans,Christophe Smith,Principal,718-480-2600,718-480-2610,29,29,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS
29Q355,Q355,Collaborative Arts Middle School,342900010355,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2011,Open,Q231,145-00 SPRINGFIELD BOULEVARD,QUEENS,NY,11413,4133310001,32000,413,31,QN03,Springfield Gardens South-Brookville,,,718-977-6181,718-977-6183,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q356,Q356,Community Voices Middle School,342900010356,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2011,Open,Q231,145-00 SPRINGFIELD BOULEVARD,QUEENS,NY,11413,4133310001,32000,413,31,QN03,Springfield Gardens South-Brookville,Ryan Branch,Principal,718-977-6180,718-977-6182,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q360,Q360,P.S. 360,342900010360,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2015,Open,Q892,199-10 112 AVENUE,QUEENS,NY,11412,4109750001,52000,412,27,QN08,St. Albans,Rachel Thomas,Principal,718-776-7370,718-776-7380,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q381,Q381,District 29 Pre-K Center,,DOE,General Academic,District Pre-K Center,PK,,Jul 1 2015,Open,Q381,168-42 JAMAICA AVENUE,QUEENS,NY,11432,4102100022,44400,412,27,QN61,Jamaica,Melody Davis,Principal,,,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,ROBIN DAVSON,,,,,QFSS
29Q427,Q427,HBCU Early College Prep,342900011427,DOE,General Academic,High school,"09,SE","09,10,11,12",Jul 1 2025,Open,Q238,88-15 182 Street,Queens,NY,11423,4099190006,47000,412,27,QN61,Jamaica,Asya Johnson,I.A. Principal,,,29,29,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS
29Q492,Q492,"Mathematics, Science Research and Technology Magnet High School",342900011492,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jun 5 1996,Open,Q490,207- 01 116 Avenue,Queens,NY,11411,4110490001,53401,413,27,QN33,Cambria Heights,Allika Thompson,Principal,718-978-1837,718-978-2063,29,29,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS
29Q498,Q498,"Health, Arts, Robotics, and Technology High School",342900011498,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jun 5 1996,Open,Q490,207- 01 116 Avenue,Queens,NY,11411,4110490001,53401,413,27,QN33,Cambria Heights,Kayode Ayetiwa,Principal,718-978-2135,718-978-2309,29,29,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS
30Q002,Q002,P.S. 002 Alfred Zimberg,343000010002,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1936,Open,Q002,75-10 21 Avenue,Queens,NY,11370,4009710001,31700,401,22,QN72,Steinway,Gina Serafin,Principal,718-728-1459,718-274-4332,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,LISA HIDALGO,,,,,QFSN
30Q010,Q010,I.S. 010 Horace Greeley,343000010010,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1939,Open,Q010,45-11 31 Avenue,Queens,NY,11103,4007140001,15100,401,22,QN70,Astoria,Rusmayris Guillermo,Principal,718-278-7054,718-274-1578,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,LISA HIDALGO,,,,,QFSN
30Q011,Q011,P.S. 011 Kathryn Phelan,343000010011,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","0K,01,02,03,04,05,06",Jul 1 1952,Open,Q011,54-25 SKILLMAN AVENUE,QUEENS,NY,11377,4012390001,25100,402,26,QN63,Woodside,Elizabeth Pena Jorge,Principal,718-779-2090,718-458-6362,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,LISA HIDALGO,,,,,QFSN
30Q017,Q017,P.S. 017 Henry David Thoreau,343000010017,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1967,Open,Q017,28-37 29 STREET,QUEENS,NY,11102,4005940001,7100,401,22,QN71,Old Astoria,Rebecca Heyward,Principal,718-278-1220,718-278-8257,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,LISA HIDALGO,,,,,QFSN
30Q069,Q069,P.S. 069 Jackson Heights,343000010069,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1924,Open,Q069,77-02 37 AVENUE,QUEENS,NY,11372,4012880001,28700,403,25,QN28,Jackson Heights,Nicole Ciorciari,Principal,718-424-7700,718-458-6567,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,LISA HIDALGO,,,,,QFSN
30Q070,Q070,P.S. 070,343000010070,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1924,Open,Q070,30-44 43 Street,Queens,NY,11103,4006960014,14900,401,22,QN70,Astoria,Izett Thomas,Principal,718-728-4646,718-728-5817,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,LISA HIDALGO,,,,,QFSN
